target_symbol,uniprot_accession_number,clonality,clone_id,method,tissue_preservation,avr_pdf_filename,antibody_hubmap_id,host,rrid,catalog_number,lot_number,vendor_name,recombinant,organ,author_orcids,hgnc_id,isotype,concentration_value,dilution_factor,conjugate,cycle_number,fluorescent_reporter,manuscript_doi,protocol_doi,vendor_affiliation,organ_uberon_id,antigen_retrieval,omap_id,created_by_user_email,previous_version_id,next_version_id
GCG,P01275,monoclonal,U16-850,CyCIF,FFPE,https://assets.hubmapconsortium.org/ffff4b18dee189baa64e1a3c5a04ba09/GCG-CyCIF_OMAP-24.pdf,HBM638.NCLK.692,Mouse,AB_2739385,565891,336848,BD Biosciences,No,pancreas,0009-0008-9946-8581,HGNC:4191,IgG1 kappa,,50,BV421,3,,,10.17504/protocols.io.261ger4djl47/v1,,UBERON:0001264,9,OMAP-24,LIZMC@pitt.edu,,
EPCAM,P16422,monoclonal,REA1311,MICS,FFPE,https://assets.hubmapconsortium.org/fffff8810260e98c93c4abac668129d6/EPCAM_AVR_OMAP_23.pdf,HBM994.WBGP.865,Human,AB_2928416,130-127-909,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:11529,IgG1,,50,PE,9,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
CD68,P34810,monoclonal,REA1306,MICS,FFPE,https://assets.hubmapconsortium.org/ffff0e94648206cd913989ff4b51215f/CD68_AVR_OMAP_23.pdf,HBM939.LWHR.836,Human,AB_2905104,130-128-345,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:1693,IgG1,,50,PE,10,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
PTPRC,P08575-9,monoclonal,REA119,MICS,FFPE,https://assets.hubmapconsortium.org/ffffaf5c8a900e27aedbf92a16e82bd3/PTPRC_CD45RB_AVR_OMAP_23.pdf,HBM872.PSHT.553,Human,AB_2876979,130-126-373,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:9666,IgG1,,50,FITC,11,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
PTPRC,P08575-8,monoclonal,REAL164,MICS,FFPE,https://assets.hubmapconsortium.org/ffff7f1a9095232f6563452d50e590c2/PTPRC_CD45RA_AVR_OMAP_23.pdf,HBM883.PXKM.485,Human,AB_2819365,130-112-097,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:9666,IgG1,,50,APC,11,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
PTPRC,P08575-4,monoclonal,REA611,MICS,FFPE,https://assets.hubmapconsortium.org/ffff0244b5deffae7b806f47cda75813/PTPRC_CD45RO_AVR_OMAP_23.pdf,HBM234.QWHS.788,Human,AB_2658369,130-109-429,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:9666,IgG1,,50,PE,11,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
SDC1,P18827,monoclonal,REA929,MICS,FFPE,https://assets.hubmapconsortium.org/ffffa9ae1e82bfac9adec459f494ab0d/SDC1_AVR_OMAP_23.pdf,HBM277.DNNQ.257,Human,AB_2904714,130-127-977,,Miltenyi Biotec,Yes,vermiform appendix,0000-0002-1297-9725,HGNC:10658,IgG1,,50,APC,14,,,10.1101/2023.10.27.564191,,UBERON:0001154,9,OMAP-23,LIZMC@pitt.edu,,
KRT14,P02533,monoclonal,LL002,IMC,FFPE,https://assets.hubmapconsortium.org/ffff9cbbabc7f2647072fcdb737fffb2/KRT14-IMC-OMAP-8.pdf,HBM892.KGZW.989,Mouse,AB_306091,ab7800,,Abcam,No,placenta,0000-0002-8854-4517,HGNC:6416,IgG3,,200,Unconjugated,,,,10.17504/protocols.io.bpwumpew,The Jackson Laboratory,UBERON:0001987,,OMAP-8,LIZMC@pitt.edu,,
KRT19,P08727,monoclonal,SPM561,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/fffffdb9ba49f7801b58c5b7afbeab21/KRT19_SIMS_OMAP5.pdf,HBM649.CWCC.633,Mouse,AB_2909618,ab212569,GR3255027,Abcam,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:6436,IgG1,,30,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
CD68,P34810,monoclonal,D4B9C,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffffdb21ab941794bcab05e8a500cf03/CD68_SIMS_OMAP5.pdf,HBM573.PBLX.482,Rabbit,AB_2799882,76437S,,Cell Signaling Technology,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:1693,IgG,,300,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
PECAM1,P16284,monoclonal,JC/70A,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff953a87bae24f567d2f64334204b2/PECAM1_SIMS_OMAP5.pdf,HBM956.ZDHM.884,Mouse,AB_2909616,ab264090,,Abcam,No,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:8823,IgG1,,200,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
ASS1,P00966,monoclonal,EPR12398,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffffa14b6f9241def7122784d2be0fb8/ASS1_SIMS_OMAP5.pdf,HBM255.MPVV.265,Rabbit,AB_2909622,ab231684,GR3360224 / GR3394592,Abcam,Yes,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:758,IgG,,2000,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
FBF1,P02768,monoclonal,EPR12774,SIMS,Fresh frozen,https://assets.hubmapconsortium.org/ffff365ca1d73c004b958eb89e1015eb/ALB_SIMS_OMAP5.pdf,HBM766.DHBX.348,Rabbit,AB_2909797,ab240330,,Abcam,Yes,liver,"0000-0003-2184-7238, 0000-0003-2222-4630",HGNC:399,IgG,,70,,,,10.1101/2022.09.26.508878,10.17504/protocols.io.5qpvob1k9l4o/v1,,UBERON:0002107,"6, 9",OMAP-5,LIZMC@pitt.edu,,
ATP1A1,P05023,monoclonal,EP1845Y,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffffab8b52a7f40fbd143470b458e038/ATP1A1_CellDIVE_OMAP7.pdf,HBM866.PZXP.836,Rabbit,AB_2890241,ab167390,GR265604-1,Abcam,Yes,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:799,IgG,5,,Cy5,6,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
RPS6,P62753,monoclonal,C-8,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff048dbfe7144000e195f87700eefe/RPS6_CellDIVE_OMAP7.pdf,HBM997.XSMC.567,Mouse,AB_2905501,sc-74459 AF647,D2418,Santa Cruz,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:10429,IgG2b kappa,5,,AF647,7,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
AGER,Q15109,polyclonal,,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff4616bba13e586530d3b23e294804/AGER_CellDIVE_OMAP7.pdf,HBM867.FRJP.625,Goat,AB_354628,AF1145,HCE0719001,R&D Systems,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:320,IgG,5,,Cy3,8,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
ABCA3,Q99758,polyclonal,,Cell DIVE,FFPE,https://assets.hubmapconsortium.org/ffff4a420c12d0b52c028e6d4c1d498d/ABCA3_CellDIVE_OMAP7.pdf,HBM424.RWHR.723,Rabbit,AB_11041643,NBP1-89310,17619,Novus Biologicals,No,lung,"0000-0002-9185-3994, 0000-0001-6638-683X, 0000-0002-0571-0285, 0000-0002-7334-4571, 0000-0002-9143-6509",HGNC:33,IgG,0.1,,Unconjugated,1,,,10.17504/protocols.io.b4kgqutw,,UBERON:0002048,"6, 9",OMAP-7,LIZMC@pitt.edu,,
BCL2,P10415,monoclonal,124,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff29186ecece0b284113a4b8a6f2a9/BCL2_CODEX_OMAP-2.pdf,HBM785.FBPC.945,Mouse,AB_2864404,226M,,Nolan Lab,No,intestine,0000-0001-9961-7673,HGNC:990,IgG1,,200,Oligonucleotide,18,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000103,,OMAP-2,LIZMC@pitt.edu,,
CD38,P28907,monoclonal,HB-7,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffca10340339a1209920f7694a4167/CD38_CODEX_OMAP-2.pdf,HBM495.XTDD.665,Mouse,AB_2561794,356602,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:1667,IgG1 kappa,,500,Oligonucleotide,9,AF488,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000080,,OMAP-2,LIZMC@pitt.edu,,
CD7,P09564,monoclonal,CD7-6B7,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff40060a3fa0a10f3a51c998fc1e36/CD7_CODEX_OMAP-2.pdf,HBM899.RTVB.372,Mouse,AB_1659214,343102,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:1695,IgG1 kappa,,200,Oligonucleotide,4,AF488,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000065,,OMAP-2,LIZMC@pitt.edu,,
CDX2,Q99626,monoclonal,D38B1,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffc30ba58aead448fd0dfdfe1f8ad4/CDX2_CODEX_OMAP-2.pdf,HBM586.RBCK.893,Rabbit,AB_2864406,4267,,Nolan Lab,No,intestine,0000-0001-9961-7673,HGNC:1806,IgG,,200,Oligonucleotide,11,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000087,,OMAP-2,LIZMC@pitt.edu,,
DEFA5,Q01523,monoclonal,EPR14309(B),CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffbf8e4600b322571a8be978f89385/DEFA5_CODEX_OMAP-2.pdf,HBM339.CLQG.325,Rabbit,AB_2864387,ab245946,,Abcam,No,intestine,0000-0001-9961-7673,HGNC:2764,IgG,,200,Oligonucleotide,22,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000110,,OMAP-2,LIZMC@pitt.edu,,
FAP,Q12884,monoclonal,2.2B10,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff23ccccb5052e6d507f2e14b9023a/FAP_CODEX_OMAP-2.pdf,HBM795.GTMD.325,Rat,AB_2532994,13-0300,,Thermo Fisher Scientific,No,intestine,0000-0001-9961-7673,HGNC:3590,IgG2a kappa,,25,Oligonucleotide,7,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000075,,OMAP-2,LIZMC@pitt.edu,,
IL2RA,P01589,monoclonal,7G7B6,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffc2a5da88602d96c9b1a7af48921b/IL2RA_CODEX_OMAP-2.pdf,HBM622.PWQV.748,Mouse,AB_1107617,BE0014,,Bio X Cell,No,intestine,0000-0001-9961-7673,HGNC:6008,IgG2a,,100,Oligonucleotide,2,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000060,,OMAP-2,LIZMC@pitt.edu,,
PECAM1,P16284,monoclonal,WM59,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff0313f3d56cf767a56ef7c2eb95ff/PECAM1_CODEX_OMAP-2.pdf,HBM853.DFPC.328,Mouse,AB_395837,555444,,BD Biosciences,No,intestine,0000-0001-9961-7673,HGNC:8823,IgG1 kappa,,200,Oligonucleotide,13,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000092,,OMAP-2,LIZMC@pitt.edu,,
SDC1,P18827,monoclonal,MI15,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffffcff3ca79a9250977437a34672a89/SDC1_CODEX_OMAP-2.pdf,HBM525.RXXF.372,Mouse,AB_2561790,356502,,BioLegend,No,intestine,0000-0001-9961-7673,HGNC:10658,IgG1 kappa,,200,Oligonucleotide,15,Cy5,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000097,,OMAP-2,LIZMC@pitt.edu,,
SOX9,P48436,monoclonal,D8G8H,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff9c2593334a92cb71077727d16630/SOX9_CODEX_OMAP-2.pdf,HBM434.FTGX.745,Rabbit,AB_2665492,82630,,Cell Signaling Technology,No,intestine,0000-0001-9961-7673,HGNC:11204,IgG,,100,Oligonucleotide,16,Cy3,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000098,,OMAP-2,LIZMC@pitt.edu,,
SYP,P08247,monoclonal,7H12,CODEX,fresh frozen,https://assets.hubmapconsortium.org/ffff070ea616836b7ee961b973c9cf76/SYP_CODEX_OMAP-2.pdf,HBM568.BFXM.724,Mouse,AB_10010435,NBP1-47483,,Novus Biologicals,No,intestine,0000-0001-9961-7673,HGNC:11506,IgG1,,100,Oligonucleotide,6,AF488,10.1038/s41596-021-00556-8,10.1038/s41596-021-00556-8,,UBERON:0000071,,OMAP-2,LIZMC@pitt.edu,,
AIRE,O43918,monoclonal,TM-724,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff9f2fb2e2270d9b18554ef2c6a8e1/AIRE_OMAP17.pdf,HBM443.FCGN.689,Rat,AB_2573623,41-9534-82,2309808,Thermo Fisher Scientific,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:360,IgG2a,,40,eF570,5,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
CD99,P14209,monoclonal,120000000,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff4cc4dbdce716bc5d43f96cc042ff/CD99_OMAP17.pdf,HBM485.HBLX.477,Mouse,AB_306816,ab8855,GR3361387-3,Abcam,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:7082,IgG1,,200,Unconjugated,1,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
CHGA,P10645,monoclonal,LK2H10,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff4f71273949215a02550bd1418df8/CHGA_OMAP17.pdf,HBM823.NZQB.595,Mouse,AB_2892553,NBP2-34672AF532,D156379,Novus Biologicals,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:1929,IgG1,,50,AF532,1,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
DES,P17661,monoclonal,Y66,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/fffff8dabc4d9d22f7c93487e8bed6e8/DES_OMAP17.pdf,HBM456.HBBJ.229,Rabbit,AB_2892748,Ab185033,GR3269405-2,Abcam,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:2770,IgG,,500,AF488,5,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
FOXP3,Q9BZS1,monoclonal,259D,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff63815442ef2cbb42112ce106fccb/FOXP3_OMAP17.pdf,HBM582.QQWN.884,Mouse,AB_492984,320214,B373766,BioLegend,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:6106,IgG1,,15,AF647,3,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
KRT8,P05787,monoclonal,H1/TS1,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff50d996890929565a7112b0d0738d/KRT8_OMAP17.pdf,HBM293.GBJJ.698,Mouse,AB_3095836,NBP2-34627AF647,D118948,Novus Biologicals,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:6446,IgG1,,200,AF647,9,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
MKI67,P46013,monoclonal,B56,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffff3904eaedc887ed8c24e4338e9e04/MKI67_OMAP17.pdf,HBM882.JTFR.947,Mouse,AB_10611571,561277,1340958,BD Biosciences,No,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:7107,IgG1,,25,AF700,5,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
CR2,P20023,monoclonal,SP186,Cell DIVE-IBEX,FFPE,https://assets.hubmapconsortium.org/ffff490c0db5c1122104afb607db136e/CR2_OMAP18.pdf,HBM547.PFMT.478,Rabbit,AB_3083669,ab306325,1001027304,Abcam,Yes,lymph node,0000-0003-4379-8967,HGNC:2336,IgG,,200,PE,2,,10.1016/j.ccell.2024.02.001,10.1038/s41596-021-00644-9,,UBERON:0000029,"6, 9",OMAP-18,LIZMC@pitt.edu,,
CD68,P34810,monoclonal,KP1,IBEX,FFPE,https://assets.hubmapconsortium.org/ffff76f4f518bcd68dadeb23debd60df/CD68_OMAP19.pdf,HBM255.LGWZ.367,Mouse,AB_2892745,1064136,64A3F1,Caprico Biotechnologies,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:1693,IgG1,,50,iF594,1,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
CD163,Q86VB7,monoclonal,10D6,IBEX,FFPE,https://assets.hubmapconsortium.org/fffff94af91382c3100653d727b1e75b/CD163_OMAP19.pdf,HBM835.SSWG.776,Mouse,AB_10982556,MA5-11458,,Thermo Fisher Scientific,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:1631,IgG1,,50,Unconjugated,1,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
VEGFC,P49767,monoclonal,E-6,IBEX,FFPE,https://assets.hubmapconsortium.org/ffff39c98d4af2c91707e270a0fc5929/VEGFC_OMAP19.pdf,HBM489.XDJK.355,Mouse,AB_3095770,sc-374628 AF488,,Santa Cruz Biotechnology,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:12682,IgG2a,,20,AF488,3,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
LYVE1,Q9Y5Y7,polyclonal,,IBEX,FFPE,https://assets.hubmapconsortium.org/ffff6a8029d45c3930f609b3bf948d8c/LYVE1_OMAP19.pdf,HBM999.PKGJ.393,Goat,AB_3095771,AF2089,,R&D Systems,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:14687,IgG,,40,iF594,3,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
VEGFA,P15692,monoclonal,VG1,IBEX,FFPE,https://assets.hubmapconsortium.org/ffff8007dd2f32ea43e0ae9df3d2a817/VEGFA_OMAP19.pdf,HBM738.BFNG.988,Mouse,AB_3095772,NB100-664AF647,,Novus Biologicals,No,palatine tonsil,"0000-0001-9561-4256, 0000-0003-4379-8967",HGNC:12680,IgG1,,20,AF647,3,,,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002373,9.5,OMAP-19,LIZMC@pitt.edu,,
ITGAX,P20702,monoclonal,EP1347Y,IBEX,1% PFA fixed frozen,https://assets.hubmapconsortium.org/ffffec8426e25d912047a27286be18cd/ITGAX_OMAP17.pdf,HBM677.SZTS.864,Rabbit,AB_2864379,ab216655,1069275-2,Abcam,Yes,thymus,"0000-0003-4379-8967, 0000-0002-2950-2683, 0000-0002-3882-457X",HGNC:6152,IgG,,100,Unconjugated,1,,10.1038/s41586-024-07944-6,"10.1073/pnas.2018488117,10.1038/s41596-021-00644-9",,UBERON:0002370,,OMAP-17,LIZMC@pitt.edu,,
CALB1,P05937,monoclonal,EPR3478,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff684a844ba60c42c744994a8c2848/CALB1_CODEX_OMAP3.pdf,HBM883.HRPS.298,Rabbit,AB_10861236,ab108404,GR3264008,Abcam,Yes,kidney,0000-0002-6078-3321,HGNC:1434,IgG,,1000,Oligonucleotide,8,AF488,,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-3,LIZMC@pitt.edu,,
ACTA2,P62736,monoclonal,1A4,CODEX,Fresh frozen,https://assets.hubmapconsortium.org/ffff5440a7dda4db5cea4b7d5261b0f2/ACTA2_CODEX_OMAP3.pdf,HBM857.XSMH.274,Rabbit,AB_262054,ab7817,GR3273998-2,Abcam,Yes,kidney,0000-0002-6078-3321,HGNC:130,IgG2a kappa,,1000,Oligonucleotide,8,Cy5,,10.17504/protocols.io.buc5nsy6,,UBERON:0002113,,OMAP-3,LIZMC@pitt.edu,,
RORC,P51449,monoclonal,6F3.1,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffcae814207d5d3ce1399a9278fc59/RORC-CODEX-OMAP15.pdf,HBM398.FZLQ.274,Mouse,AB_11205416,MABF81,,MilliporeSigma,No,intestine,0000-0003-1516-8802,HGNC:10260,IgG2a kappa,7.14,,Oligonucleotide,5,Cy3,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
ITLN1,Q8WWA0,polyclonal,,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff21d6f43ac9f341c9b5040bf3a280/ITLN1-CODEX-OMAP15.pdf,HBM868.VJFQ.569,Sheep,AB_2129678,AF4254,,R&D Systems,No,intestine,0000-0003-1516-8802,HGNC:18259,IgG,3.57,,Oligonucleotide,10,Cy3,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
PTPRC,P08575,monoclonal,2B11+PD7/263,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffa970934f8e0dd6822a72427d2d03/PTPRC-CODEX-OMAP15.pdf,HBM742.DKMG.965,Mouse,AB_2864384,NBP2-34528,,Novus Biologicals,No,intestine,0000-0003-1516-8802,HGNC:9666,IgG1 kappa,1.79,,Oligonucleotide,17,Cy3,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
THY1,P04216,monoclonal,EPR3132,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff39b02c044d0e01338f9426a6ca4c/THY1-CODEX-OMAP15.pdf,HBM493.FPPN.654,Rabbit,AB_3095757,ab221607,,Abcam,Yes,intestine,0000-0003-1516-8802,HGNC:11801,IgG,7.14,,Oligonucleotide,1,Cy5,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
FN1,P02751,monoclonal,E5H6X,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff354a9cbc265831d43900f94eb800/FN1-CODEX-OMAP15.pdf,HBM982.XJWF.392,Rabbit,AB_3095825,26836,,Cell Signaling Technology,No,intestine,0000-0003-1516-8802,HGNC:3778,IgG,3.57,,Oligonucleotide,3,Cy5,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
KIT,P10721,monoclonal,EPR25707-134,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffcc845a49b96b5c247e7a87528d3a/KIT-CODEX-OMAP15.pdf,HBM992.ZGMF.863,Rabbit,AB_3095736,ab283666,,Abcam,Yes,intestine,0000-0003-1516-8802,HGNC:6342,IgG,7.14,,Oligonucleotide,6,Cy5,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
PDPN,Q86YL7,monoclonal,D2-40,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffed8296b8aa5a6b89a16d51beac9d/PDPN-CODEX-OMAP15.pdf,HBM475.TGCS.572,Mouse,AB_2565820,916606,,BioLegend,No,intestine,0000-0003-1516-8802,HGNC:29602,IgG1 kappa,5.36,,Oligonucleotide,13,Cy5,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
MUC1,P15941,monoclonal,MUC1/955,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffbfa4bbb879536561172ffe092501/MUC1-CODEX-OMAP15.pdf,HBM878.TTVF.682,Mouse,AB_2864392,V2372SAF,,NSJ Bioreagents,No,intestine,0000-0003-1516-8802,HGNC:7508,IgG1 kappa,3.57,,Oligonucleotide,19,Cy5,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
CD3E,P07766,monoclonal,MRQ-39,CODEX,FFPE,https://assets.hubmapconsortium.org/ffff7444a041c7d5411eb9f869ed8a27/CD3E-CODEX-OMAP15.pdf,HBM532.ZPWH.383,Rabbit,AB_2864399,103R,,Cell Marque,No,intestine,0000-0003-1516-8802,HGNC:1674,IgG1,3.57,,Oligonucleotide,5,AF750,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
CD8A,P01732,monoclonal,C8/144B,CODEX,FFPE,https://assets.hubmapconsortium.org/ffffa367d2f67145ea47b943291e573a/CD8A-CODEX-OMAP15.pdf,HBM369.MQFZ.749,Mouse,AB_3095824,372902,,BioLegend,No,intestine,0000-0003-1516-8802,HGNC:1706,IgG1 kappa,3.57,,Oligonucleotide,6,AF750,,10.17504/protocols.io.n92ldm6y9l5b/v1,,UBERON:0000160,,OMAP-15,LIZMC@pitt.edu,,
