cnt,period_start_month,class_display,age_at_visit,gender,race_display,ethnicity_display
42,1/1/1985,ambulatory,,,white,
42,12/1/1984,,,,white,not hispanic or latino
42,12/1/1984,ambulatory,,,white,
42,11/1/1984,ambulatory,,,white,not hispanic or latino
42,9/1/1984,,,,white,
42,7/1/1983,ambulatory,,,white,not hispanic or latino
42,5/1/1983,ambulatory,,male,white,
42,10/1/1982,,,,,not hispanic or latino
42,10/1/1981,,,male,,not hispanic or latino
42,9/1/1981,ambulatory,,male,white,
42,8/1/1981,ambulatory,,male,,not hispanic or latino
42,5/1/1981,,,male,,not hispanic or latino
42,5/1/1981,ambulatory,,male,,
42,9/1/1980,,,male,,
42,8/1/1980,,,male,white,not hispanic or latino
42,4/1/1980,ambulatory,,male,,
42,4/1/1980,ambulatory,,male,,not hispanic or latino
42,3/1/1979,ambulatory,,,,not hispanic or latino
42,3/1/1979,ambulatory,,,white,not hispanic or latino
42,2/1/1979,,,,white,not hispanic or latino
42,6/1/1978,ambulatory,,,white,
42,1/1/1976,ambulatory,,,,
42,1/1/1976,ambulatory,,,white,
42,12/1/1971,ambulatory,,,,not hispanic or latino
42,12/1/1971,ambulatory,,,white,not hispanic or latino
42,6/1/1971,ambulatory,,,,not hispanic or latino
42,6/1/1971,ambulatory,,,white,not hispanic or latino
42,8/1/1970,,,,,not hispanic or latino
42,8/1/1970,ambulatory,,,,not hispanic or latino
42,6/1/1970,,,,,
42,6/1/1970,ambulatory,,,,
42,4/1/1970,ambulatory,,,,
42,4/1/1970,ambulatory,,,white,
42,12/1/1969,ambulatory,,,white,not hispanic or latino
42,10/1/1968,,,,,
42,4/1/1968,,,,,
42,12/1/1967,ambulatory,,,,not hispanic or latino
42,6/1/1967,,,,,not hispanic or latino
42,6/1/1967,,,,white,not hispanic or latino
42,6/1/1967,ambulatory,,,,
42,6/1/1967,ambulatory,,,white,
42,11/1/1966,,,,white,
42,6/1/1965,,,,,
42,6/1/1965,,,,white,
42,11/1/1964,,,,,
42,11/1/1964,,,,,not hispanic or latino
42,11/1/1964,ambulatory,,,,
42,11/1/1964,ambulatory,,,,not hispanic or latino
42,7/1/1964,ambulatory,,,white,not hispanic or latino
42,12/1/1963,,,,,not hispanic or latino
42,12/1/1963,,,,white,not hispanic or latino
42,11/1/1963,,,,white,
42,11/1/1963,,,,white,not hispanic or latino
42,11/1/1963,ambulatory,,,,
42,11/1/1963,ambulatory,,,,not hispanic or latino
42,4/1/1963,,,,,
42,4/1/1963,,,,white,
42,4/1/1962,,,,,
42,4/1/1962,ambulatory,,,,
42,1/1/1962,,,,,
42,1/1/1962,ambulatory,,,,
42,12/1/1961,,,female,white,
42,12/1/1961,,,female,white,not hispanic or latino
42,12/1/1961,ambulatory,,female,white,
42,12/1/1961,ambulatory,,female,white,not hispanic or latino
42,11/1/1961,,,,,
42,10/1/1961,,,,,not hispanic or latino
42,10/1/1961,ambulatory,,,,not hispanic or latino
42,7/1/1961,,,,white,not hispanic or latino
42,7/1/1961,ambulatory,,,white,not hispanic or latino
41,,,55,male,black or african american,
41,,,54,male,white,hispanic or latino
41,,,44,female,,hispanic or latino
41,,,42,,asian,
41,,,42,female,black or african american,
41,,,4,female,,hispanic or latino
41,,,35,male,black or african american,not hispanic or latino
41,,,22,male,white,hispanic or latino
41,,,19,female,white,hispanic or latino
41,,,18,male,black or african american,
41,,,11,,,hispanic or latino
41,,virtual,,female,,
41,,inpatient encounter,64,,,
41,,inpatient encounter,64,,,not hispanic or latino
41,,inpatient encounter,64,,white,
41,,inpatient encounter,64,,white,not hispanic or latino
41,,inpatient encounter,49,,,not hispanic or latino
41,,inpatient encounter,49,,white,
41,,inpatient encounter,49,,white,not hispanic or latino
41,,emergency,63,,,
41,,emergency,62,,,not hispanic or latino
41,,emergency,57,male,,
41,,emergency,57,male,,not hispanic or latino
41,,emergency,57,male,white,
41,,emergency,57,male,white,not hispanic or latino
41,,emergency,25,female,,not hispanic or latino
41,,emergency,22,,,not hispanic or latino
41,,emergency,17,,,
41,,ambulatory,58,,black or african american,not hispanic or latino
41,,ambulatory,52,male,white,hispanic or latino
41,,ambulatory,47,,,hispanic or latino
41,,ambulatory,42,female,white,hispanic or latino
41,,ambulatory,40,male,white,hispanic or latino
41,,ambulatory,26,female,,hispanic or latino
41,,ambulatory,22,male,white,hispanic or latino
41,,ambulatory,19,male,white,hispanic or latino
41,,ambulatory,18,male,black or african american,
41,,ambulatory,14,,white,hispanic or latino
41,,ambulatory,12,,black or african american,
41,,ambulatory,10,,white,hispanic or latino
41,4/1/2021,ambulatory,59,,,
41,4/1/2021,ambulatory,59,,,not hispanic or latino
41,5/1/2017,,,,,hispanic or latino
41,5/1/2015,ambulatory,,,white,hispanic or latino
41,12/1/2014,,,,,hispanic or latino
41,6/1/2014,ambulatory,,,white,hispanic or latino
41,4/1/2014,,,,white,hispanic or latino
41,10/1/2011,,,female,white,not hispanic or latino
41,4/1/2011,ambulatory,,female,,not hispanic or latino
41,2/1/2011,,,female,white,
41,2/1/2011,ambulatory,,female,,not hispanic or latino
41,1/1/2011,ambulatory,,female,,
41,6/1/2010,,,female,white,not hispanic or latino
41,6/1/2010,ambulatory,,female,white,not hispanic or latino
41,4/1/2010,,,female,white,
41,4/1/2010,ambulatory,,female,white,
41,3/1/2010,,,female,white,
41,12/1/2009,,,female,white,
41,10/1/2009,,,female,,
41,6/1/2009,,,female,,not hispanic or latino
41,6/1/2009,ambulatory,,female,white,
41,2/1/2009,ambulatory,,female,,
41,3/1/2008,ambulatory,,female,white,not hispanic or latino
41,5/1/2007,,,female,,not hispanic or latino
41,5/1/2006,ambulatory,,female,,not hispanic or latino
41,2/1/2006,,,female,,not hispanic or latino
41,10/1/2005,,,female,white,not hispanic or latino
41,7/1/2005,ambulatory,,female,white,
41,2/1/2005,ambulatory,,female,,not hispanic or latino
41,3/1/2004,ambulatory,,female,white,not hispanic or latino
41,9/1/2003,ambulatory,,female,white,not hispanic or latino
41,4/1/2003,,,male,,not hispanic or latino
41,4/1/2003,,,male,white,
41,4/1/2003,,,female,white,not hispanic or latino
41,4/1/2003,ambulatory,,female,white,
41,3/1/2003,,,female,white,not hispanic or latino
41,3/1/2003,ambulatory,,female,white,
41,1/1/2003,,,female,,not hispanic or latino
41,10/1/2002,,,female,white,
41,8/1/2002,ambulatory,,female,,
41,8/1/2002,ambulatory,,female,,not hispanic or latino
41,5/1/2002,ambulatory,,female,white,not hispanic or latino
41,2/1/2002,,,female,,not hispanic or latino
41,2/1/2002,ambulatory,,female,,
41,1/1/2002,ambulatory,,female,,
41,10/1/2001,,,female,white,
41,10/1/2001,ambulatory,,female,,
41,5/1/2001,,,female,,not hispanic or latino
41,5/1/2001,ambulatory,,female,white,
41,2/1/2001,,,female,white,not hispanic or latino
41,10/1/2000,ambulatory,,female,white,
41,9/1/2000,ambulatory,,female,,
41,7/1/2000,ambulatory,,male,,not hispanic or latino
41,4/1/2000,,,female,,not hispanic or latino
41,11/1/1999,,,female,,not hispanic or latino
41,11/1/1999,,,female,white,
41,10/1/1999,,,male,,not hispanic or latino
41,10/1/1999,ambulatory,,male,white,
41,9/1/1999,,,male,white,not hispanic or latino
41,9/1/1999,ambulatory,,male,,not hispanic or latino
41,9/1/1999,ambulatory,,male,white,
41,8/1/1999,ambulatory,,male,white,not hispanic or latino
41,7/1/1999,ambulatory,,male,,not hispanic or latino
41,6/1/1999,ambulatory,,male,white,
41,4/1/1999,ambulatory,,male,,
41,2/1/1999,ambulatory,,male,,not hispanic or latino
41,1/1/1999,ambulatory,,male,,
41,1/1/1999,ambulatory,,male,white,
41,11/1/1998,ambulatory,,female,,not hispanic or latino
41,8/1/1998,,,male,,not hispanic or latino
41,8/1/1998,ambulatory,,male,white,
41,7/1/1998,,,male,white,not hispanic or latino
41,6/1/1998,ambulatory,,male,white,not hispanic or latino
41,2/1/1998,,,female,white,not hispanic or latino
41,1/1/1998,,,male,white,not hispanic or latino
41,1/1/1998,ambulatory,,male,white,
41,12/1/1997,ambulatory,,female,,not hispanic or latino
41,11/1/1997,ambulatory,,female,,
41,10/1/1997,,,female,,
41,9/1/1997,,,female,,not hispanic or latino
41,9/1/1997,,,female,white,not hispanic or latino
41,8/1/1997,,,male,white,
41,7/1/1997,,,male,white,
41,6/1/1997,,,male,,
41,4/1/1997,,,female,white,
41,4/1/1997,ambulatory,,male,,not hispanic or latino
41,3/1/1997,ambulatory,,male,,
41,2/1/1997,,,male,white,
41,1/1/1997,ambulatory,,female,,not hispanic or latino
41,10/1/1996,ambulatory,,female,white,
41,5/1/1996,ambulatory,,male,,not hispanic or latino
41,4/1/1996,,,male,white,not hispanic or latino
41,2/1/1996,ambulatory,,male,white,not hispanic or latino
41,4/1/1995,ambulatory,,male,white,
41,3/1/1995,,,male,white,
41,3/1/1995,ambulatory,,male,,
41,6/1/1994,,,male,white,not hispanic or latino
41,5/1/1994,ambulatory,,male,,not hispanic or latino
41,5/1/1994,ambulatory,,male,white,not hispanic or latino
41,3/1/1994,ambulatory,,male,,
41,12/1/1993,,,male,white,not hispanic or latino
41,12/1/1993,ambulatory,,male,white,
41,5/1/1993,,,male,,
41,3/1/1993,,,male,white,
41,4/1/1992,,,male,,
41,4/1/1992,,,male,white,
41,3/1/1992,ambulatory,,male,white,not hispanic or latino
41,3/1/1992,ambulatory,,female,white,not hispanic or latino
41,11/1/1991,,,male,,
41,11/1/1991,,,male,white,
41,7/1/1991,,,female,white,
41,7/1/1991,,,female,white,not hispanic or latino
41,6/1/1991,ambulatory,,female,,not hispanic or latino
41,6/1/1991,ambulatory,,female,white,
41,4/1/1991,ambulatory,,male,white,not hispanic or latino
41,3/1/1991,ambulatory,,female,,not hispanic or latino
41,3/1/1991,ambulatory,,female,white,not hispanic or latino
41,2/1/1991,,,male,white,not hispanic or latino
41,2/1/1991,,,female,,not hispanic or latino
41,1/1/1991,,,male,,
41,11/1/1990,,,male,,not hispanic or latino
41,11/1/1990,ambulatory,,male,white,
41,11/1/1990,ambulatory,,female,,not hispanic or latino
41,9/1/1990,,,female,,
41,9/1/1990,,,female,white,
41,7/1/1990,ambulatory,,female,white,
41,7/1/1990,ambulatory,,female,white,not hispanic or latino
41,6/1/1990,,,male,white,
41,6/1/1990,ambulatory,,female,white,
41,6/1/1990,ambulatory,,female,white,not hispanic or latino
41,4/1/1990,ambulatory,,female,white,
41,3/1/1990,ambulatory,,male,,
41,3/1/1990,ambulatory,,female,,
41,2/1/1990,,,male,,not hispanic or latino
41,2/1/1990,ambulatory,,female,,not hispanic or latino
41,2/1/1990,ambulatory,,female,white,not hispanic or latino
41,1/1/1990,,,male,white,not hispanic or latino
41,8/1/1989,,,male,,not hispanic or latino
41,8/1/1989,ambulatory,,male,white,
41,7/1/1989,ambulatory,,female,white,not hispanic or latino
41,6/1/1989,,,male,white,not hispanic or latino
41,6/1/1989,ambulatory,,male,,not hispanic or latino
41,3/1/1989,,,male,,
41,10/1/1988,ambulatory,,male,,
41,5/1/1988,,,male,white,
41,5/1/1988,ambulatory,,male,white,
41,3/1/1988,,,male,white,not hispanic or latino
41,3/1/1988,ambulatory,,male,white,not hispanic or latino
41,12/1/1987,ambulatory,,male,,not hispanic or latino
41,10/1/1987,,,male,,
41,10/1/1987,ambulatory,,male,,
41,7/1/1987,,,male,white,not hispanic or latino
41,7/1/1987,ambulatory,,male,white,not hispanic or latino
41,6/1/1987,,,male,,not hispanic or latino
41,6/1/1987,ambulatory,,male,,not hispanic or latino
41,5/1/1987,ambulatory,,female,white,
41,5/1/1987,ambulatory,,female,white,not hispanic or latino
41,3/1/1985,,,,,
41,1/1/1985,,,,white,not hispanic or latino
41,9/1/1984,,,,,not hispanic or latino
41,9/1/1984,ambulatory,,,,
41,8/1/1984,,,male,,
41,6/1/1984,,,,,not hispanic or latino
41,1/1/1984,,,,,
41,5/1/1983,,,male,,not hispanic or latino
41,4/1/1983,,,male,,
41,10/1/1982,,,,white,
41,10/1/1982,ambulatory,,,,
41,5/1/1982,ambulatory,,,white,not hispanic or latino
41,2/1/1982,ambulatory,,,,not hispanic or latino
41,2/1/1982,ambulatory,,,white,not hispanic or latino
41,1/1/1982,ambulatory,,,white,not hispanic or latino
41,10/1/1981,,,male,white,
41,10/1/1981,ambulatory,,male,,
41,9/1/1981,,,male,,not hispanic or latino
41,8/1/1981,ambulatory,,male,white,not hispanic or latino
41,5/1/1981,,,male,white,not hispanic or latino
41,5/1/1981,ambulatory,,male,white,
41,4/1/1981,,,male,,not hispanic or latino
41,1/1/1981,ambulatory,,male,white,
41,12/1/1980,,,male,,not hispanic or latino
41,12/1/1980,ambulatory,,male,,
41,9/1/1980,,,male,,not hispanic or latino
41,9/1/1980,ambulatory,,male,,
41,8/1/1980,ambulatory,,male,white,not hispanic or latino
41,7/1/1980,ambulatory,,male,white,not hispanic or latino
41,4/1/1980,,,male,white,
41,4/1/1980,,,male,white,not hispanic or latino
41,8/1/1979,,,male,white,not hispanic or latino
41,8/1/1979,ambulatory,,male,white,not hispanic or latino
41,7/1/1979,,,male,,
41,2/1/1979,ambulatory,,,white,not hispanic or latino
41,8/1/1978,,,,,
41,8/1/1978,ambulatory,,,,
41,1/1/1976,,,,,not hispanic or latino
41,1/1/1976,,,,white,not hispanic or latino
41,9/1/1971,,,,,
41,7/1/1971,ambulatory,,,,not hispanic or latino
41,7/1/1971,ambulatory,,,white,not hispanic or latino
41,3/1/1971,,,,white,
41,3/1/1971,,,,white,not hispanic or latino
41,6/1/1970,,,,white,
41,6/1/1970,ambulatory,,,white,
41,5/1/1970,,,,,not hispanic or latino
41,5/1/1970,ambulatory,,,,not hispanic or latino
41,3/1/1970,,,,,not hispanic or latino
41,3/1/1970,ambulatory,,,white,
41,5/1/1969,,,,white,not hispanic or latino
41,5/1/1969,ambulatory,,,white,not hispanic or latino
41,10/1/1968,,,,white,
41,10/1/1968,ambulatory,,,,
41,3/1/1968,,,,,
41,3/1/1968,,,,,not hispanic or latino
41,3/1/1968,,,,white,
41,3/1/1968,,,,white,not hispanic or latino
41,12/1/1967,ambulatory,,,white,not hispanic or latino
41,6/1/1967,ambulatory,,,,not hispanic or latino
41,6/1/1967,ambulatory,,,white,not hispanic or latino
41,11/1/1966,,,,,not hispanic or latino
41,11/1/1966,,,,white,not hispanic or latino
41,11/1/1966,ambulatory,,,,
41,8/1/1965,,,,,
41,7/1/1965,,,female,,
41,7/1/1965,,,female,white,
41,6/1/1965,,,,,not hispanic or latino
41,6/1/1965,,,,white,not hispanic or latino
41,12/1/1964,,,,,
41,12/1/1964,,,,white,
41,11/1/1964,,,,white,
41,11/1/1964,,,,white,not hispanic or latino
41,11/1/1964,ambulatory,,,white,
41,11/1/1964,ambulatory,,,white,not hispanic or latino
41,12/1/1963,ambulatory,,,,not hispanic or latino
41,12/1/1963,ambulatory,,,white,not hispanic or latino
41,11/1/1963,ambulatory,,,white,
41,11/1/1963,ambulatory,,,white,not hispanic or latino
41,7/1/1963,,,,white,not hispanic or latino
41,4/1/1963,ambulatory,,,,
41,4/1/1963,ambulatory,,,white,
41,5/1/1962,,,,,
41,5/1/1962,,,,white,
41,4/1/1962,,,,white,
41,4/1/1962,ambulatory,,,white,
41,11/1/1961,ambulatory,,,,
41,9/1/1961,,,,,
41,8/1/1961,,,,,not hispanic or latino
41,8/1/1961,ambulatory,,,,not hispanic or latino
41,2/1/1956,,,,,
41,2/1/1956,,,,white,
40,,,73,,white,hispanic or latino
40,,,72,,,hispanic or latino
40,,,57,,black or african american,
40,,,44,male,white,hispanic or latino
40,,,31,male,black or african american,not hispanic or latino
40,,,3,female,,hispanic or latino
40,,,13,male,white,hispanic or latino
40,,inpatient encounter,,male,black or african american,not hispanic or latino
40,,inpatient encounter,54,,,not hispanic or latino
40,,inpatient encounter,48,,,
40,,inpatient encounter,48,,,not hispanic or latino
40,,home health,75,,,not hispanic or latino
40,,emergency,71,male,white,not hispanic or latino
40,,emergency,63,,white,
40,,emergency,61,,,not hispanic or latino
40,,emergency,55,,white,
40,,emergency,55,,white,not hispanic or latino
40,,emergency,54,,white,
40,,emergency,47,,,
40,,emergency,42,,white,
40,,emergency,27,,white,not hispanic or latino
40,,emergency,26,,white,not hispanic or latino
40,,emergency,25,female,white,not hispanic or latino
40,,emergency,21,,,not hispanic or latino
40,,emergency,17,,,not hispanic or latino
40,,emergency,17,,white,
40,,emergency,15,male,white,
40,,emergency,15,female,,
40,,emergency,1,,,
40,,ambulatory,73,,,hispanic or latino
40,,ambulatory,59,,black or african american,
40,,ambulatory,54,male,white,hispanic or latino
40,,ambulatory,46,male,black or african american,
40,,ambulatory,44,male,white,hispanic or latino
40,,ambulatory,44,male,black or african american,
40,,ambulatory,42,female,black or african american,
40,,ambulatory,34,male,black or african american,
40,,ambulatory,31,male,black or african american,
40,,ambulatory,3,female,,hispanic or latino
40,,ambulatory,27,female,,hispanic or latino
40,,ambulatory,26,female,white,hispanic or latino
40,,ambulatory,15,,white,hispanic or latino
40,,ambulatory,11,,,hispanic or latino
40,10/1/2020,,,,,hispanic or latino
40,4/1/2015,,,,,hispanic or latino
40,10/1/2014,,,,white,hispanic or latino
40,9/1/2014,ambulatory,,,,hispanic or latino
40,1/1/2014,,,female,,hispanic or latino
40,10/1/2011,ambulatory,,female,,not hispanic or latino
40,1/1/2010,,,female,,not hispanic or latino
40,1/1/2010,ambulatory,,female,,not hispanic or latino
40,12/1/2009,ambulatory,,female,white,
40,10/1/2009,,,female,,not hispanic or latino
40,2/1/2009,,,female,,not hispanic or latino
40,12/1/2008,ambulatory,,female,white,not hispanic or latino
40,6/1/2008,ambulatory,,female,white,not hispanic or latino
40,7/1/2007,,,female,,not hispanic or latino
40,7/1/2007,ambulatory,,female,,not hispanic or latino
40,6/1/2007,,,female,,not hispanic or latino
40,5/1/2007,,,female,white,not hispanic or latino
40,5/1/2007,ambulatory,,female,,not hispanic or latino
40,2/1/2007,ambulatory,,female,white,not hispanic or latino
40,12/1/2006,,,female,white,not hispanic or latino
40,7/1/2006,,,female,white,not hispanic or latino
40,7/1/2006,ambulatory,,female,white,not hispanic or latino
40,5/1/2006,ambulatory,,female,white,
40,1/1/2006,,,female,white,not hispanic or latino
40,8/1/2005,,,female,white,not hispanic or latino
40,6/1/2005,ambulatory,,female,,not hispanic or latino
40,6/1/2005,ambulatory,,female,white,
40,7/1/2004,,,female,,not hispanic or latino
40,7/1/2004,,,female,white,
40,5/1/2004,ambulatory,,female,white,
40,1/1/2004,,,female,white,not hispanic or latino
40,1/1/2004,ambulatory,,female,white,not hispanic or latino
40,12/1/2003,ambulatory,,female,white,
40,7/1/2003,,,female,white,not hispanic or latino
40,4/1/2003,ambulatory,,female,white,not hispanic or latino
40,3/1/2003,ambulatory,,female,white,not hispanic or latino
40,1/1/2003,ambulatory,,female,,
40,10/1/2002,,,female,white,not hispanic or latino
40,8/1/2002,,,female,white,
40,8/1/2002,,,female,white,not hispanic or latino
40,2/1/2002,,,female,white,
40,1/1/2002,ambulatory,,female,,not hispanic or latino
